height,weight,bust,waist,hip,shape,img
68,167.2,38,40,43,pear,ml\training_data\pear\676.png
68,168.4,39,32,44,pear,ml\training_data\pear\677.png
70,170.4,34,40,45,pear,ml\training_data\pear\678.png
68,162.7,38,34,43,pear,ml\training_data\pear\679.png
68,176.9,40,40,44,pear,ml\training_data\pear\680.png
69,146.7,34,30,42,pear,ml\training_data\pear\681.png
70,133.2,33,32,39,pear,ml\training_data\pear\682.png
65,154.4,37,40,42,pear,ml\training_data\pear\683.png
66,120.1,32,34,38,pear,ml\training_data\pear\684.png
67,134.8,32,32,41,pear,ml\training_data\pear\685.png
68,150.2,33,34,43,pear,ml\training_data\pear\686.png
69,134.6,33,30,40,pear,ml\training_data\pear\687.png
68,160.5,34,38,44,pear,ml\training_data\pear\688.png
69,175.6,38,36,45,pear,ml\training_data\pear\689.png
68,148.9,35,32,42,pear,ml\training_data\pear\690.png
66,139.3,32,34,42,pear,ml\training_data\pear\691.png
68,149.9,36,30,42,pear,ml\training_data\pear\692.png
68,150.9,34,38,42,pear,ml\training_data\pear\693.png
66,133.2,34,32,40,pear,ml\training_data\pear\694.png
66,148.3,35,36,42,pear,ml\training_data\pear\695.png
66,163.0,39,36,43,pear,ml\training_data\pear\696.png
65,156.7,39,30,43,pear,ml\training_data\pear\697.png
68,130.2,34,36,38,pear,ml\training_data\pear\698.png
68,155.7,34,38,43,pear,ml\training_data\pear\699.png
66,154.7,33,32,45,pear,ml\training_data\pear\700.png
69,163.8,37,30,44,pear,ml\training_data\pear\701.png
67,119.6,33,34,37,pear,ml\training_data\pear\702.png
66,162.3,38,32,44,pear,ml\training_data\pear\703.png
68,132.8,33,30,40,pear,ml\training_data\pear\704.png
69,162.8,36,32,44,pear,ml\training_data\pear\705.png
69,144.4,32,40,41,pear,ml\training_data\pear\706.png
66,145.0,35,38,41,pear,ml\training_data\pear\707.png
65,154.5,35,34,44,pear,ml\training_data\pear\708.png
65,150.1,32,38,44,pear,ml\training_data\pear\709.png
66,131.7,34,30,40,pear,ml\training_data\pear\710.png
69,160.0,35,38,43,pear,ml\training_data\pear\711.png
66,156.2,33,34,45,pear,ml\training_data\pear\712.png
67,165.1,39,30,44,pear,ml\training_data\pear\713.png
65,128.1,34,34,39,pear,ml\training_data\pear\714.png
68,152.4,37,30,42,pear,ml\training_data\pear\715.png
65,144.8,33,34,43,pear,ml\training_data\pear\716.png
65,160.8,35,36,45,pear,ml\training_data\pear\717.png
69,121.8,33,32,37,pear,ml\training_data\pear\718.png
66,126.6,34,36,38,pear,ml\training_data\pear\719.png
68,145.3,35,40,40,pear,ml\training_data\pear\720.png
68,120.5,32,36,37,pear,ml\training_data\pear\721.png
69,154.7,36,34,42,pear,ml\training_data\pear\722.png
69,164.1,34,34,45,pear,ml\training_data\pear\723.png
65,172.3,39,38,45,pear,ml\training_data\pear\724.png
67,169.4,37,36,45,pear,ml\training_data\pear\725.png
66,148.6,32,40,43,pear,ml\training_data\pear\726.png
70,176.9,39,32,45,pear,ml\training_data\pear\727.png
68,177.7,39,38,45,pear,ml\training_data\pear\728.png
70,187.8,41,40,45,pear,ml\training_data\pear\729.png
69,160.1,33,32,45,pear,ml\training_data\pear\730.png
69,167.1,34,38,45,pear,ml\training_data\pear\731.png
65,158.3,34,36,45,pear,ml\training_data\pear\732.png
67,142.0,35,38,40,pear,ml\training_data\pear\733.png
68,111.2,32,30,36,pear,ml\training_data\pear\734.png
67,151.4,33,38,43,pear,ml\training_data\pear\735.png
70,167.3,39,32,43,pear,ml\training_data\pear\736.png
70,132.4,34,34,38,pear,ml\training_data\pear\737.png
65,171.8,40,34,45,pear,ml\training_data\pear\738.png
65,165.5,40,32,44,pear,ml\training_data\pear\739.png
68,147.6,34,40,41,pear,ml\training_data\pear\740.png
67,168.6,38,38,44,pear,ml\training_data\pear\741.png
67,162.5,36,30,45,pear,ml\training_data\pear\742.png
66,148.5,37,36,41,pear,ml\training_data\pear\743.png
67,155.1,37,36,42,pear,ml\training_data\pear\744.png
65,149.9,37,34,42,pear,ml\training_data\pear\745.png
70,156.1,32,34,44,pear,ml\training_data\pear\746.png
69,159.5,36,34,43,pear,ml\training_data\pear\747.png
65,153.7,36,36,43,pear,ml\training_data\pear\748.png
69,138.3,34,38,39,pear,ml\training_data\pear\749.png
68,164.3,36,30,45,pear,ml\training_data\pear\750.png
68,166.8,34,40,45,pear,ml\training_data\pear\751.png
68,164.4,38,30,44,pear,ml\training_data\pear\752.png
70,158.5,38,30,42,pear,ml\training_data\pear\753.png
65,134.9,36,30,40,pear,ml\training_data\pear\754.png
66,147.8,36,32,42,pear,ml\training_data\pear\755.png
69,148.9,35,36,41,pear,ml\training_data\pear\756.png
65,132.1,35,36,39,pear,ml\training_data\pear\757.png
70,164.8,38,32,43,pear,ml\training_data\pear\758.png
66,136.7,36,30,40,pear,ml\training_data\pear\759.png
65,155.1,34,38,44,pear,ml\training_data\pear\760.png
65,170.0,40,38,44,pear,ml\training_data\pear\761.png
65,132.4,32,40,40,pear,ml\training_data\pear\762.png
69,167.0,39,34,43,pear,ml\training_data\pear\763.png
69,173.1,37,36,45,pear,ml\training_data\pear\764.png
67,130.2,34,32,39,pear,ml\training_data\pear\765.png
66,135.4,35,38,39,pear,ml\training_data\pear\766.png
67,138.7,35,40,39,pear,ml\training_data\pear\767.png
66,162.6,35,36,45,pear,ml\training_data\pear\768.png
67,157.7,33,40,44,pear,ml\training_data\pear\769.png
67,143.8,35,34,41,pear,ml\training_data\pear\770.png
65,143.5,35,32,42,pear,ml\training_data\pear\771.png
66,160.7,33,40,45,pear,ml\training_data\pear\772.png
68,120.0,33,32,37,pear,ml\training_data\pear\773.png
67,122.6,33,38,37,pear,ml\training_data\pear\774.png
67,162.6,38,30,44,pear,ml\training_data\pear\775.png
68,164.5,35,40,44,pear,ml\training_data\pear\776.png
68,171.4,39,36,44,pear,ml\training_data\pear\777.png
70,157.6,32,36,44,pear,ml\training_data\pear\778.png
65,159.8,34,38,45,pear,ml\training_data\pear\779.png
68,127.2,34,32,38,pear,ml\training_data\pear\780.png
68,160.9,38,38,42,pear,ml\training_data\pear\781.png
68,136.0,35,34,39,pear,ml\training_data\pear\782.png
68,150.1,35,40,41,pear,ml\training_data\pear\783.png
69,150.9,37,32,41,pear,ml\training_data\pear\784.png
66,142.0,35,34,41,pear,ml\training_data\pear\785.png
65,139.4,36,36,40,pear,ml\training_data\pear\786.png
67,148.6,35,34,42,pear,ml\training_data\pear\787.png
67,140.6,33,30,42,pear,ml\training_data\pear\788.png
70,145.4,36,32,40,pear,ml\training_data\pear\789.png
68,152.7,34,34,43,pear,ml\training_data\pear\790.png
66,144.0,34,40,41,pear,ml\training_data\pear\791.png
66,160.2,34,36,45,pear,ml\training_data\pear\792.png
69,163.3,35,36,44,pear,ml\training_data\pear\793.png
69,172.7,40,32,44,pear,ml\training_data\pear\794.png
68,138.8,33,38,40,pear,ml\training_data\pear\795.png
68,167.4,38,34,44,pear,ml\training_data\pear\796.png
70,136.7,32,40,39,pear,ml\training_data\pear\797.png
68,141.6,34,32,41,pear,ml\training_data\pear\798.png
70,168.3,37,40,43,pear,ml\training_data\pear\799.png
65,161.3,37,30,45,pear,ml\training_data\pear\800.png
70,155.8,32,40,43,pear,ml\training_data\pear\801.png
69,174.2,40,34,44,pear,ml\training_data\pear\802.png
68,140.5,35,40,39,pear,ml\training_data\pear\803.png
70,176.6,39,38,44,pear,ml\training_data\pear\804.png
67,130.0,32,32,40,pear,ml\training_data\pear\805.png
69,149.9,36,34,41,pear,ml\training_data\pear\806.png
70,150.5,33,36,42,pear,ml\training_data\pear\807.png
68,159.2,36,36,43,pear,ml\training_data\pear\808.png
65,163.8,35,40,45,pear,ml\training_data\pear\809.png
65,155.8,33,36,45,pear,ml\training_data\pear\810.png
67,157.5,34,30,45,pear,ml\training_data\pear\811.png
66,134.0,33,30,41,pear,ml\training_data\pear\812.png
67,152.6,36,36,42,pear,ml\training_data\pear\813.png
67,174.4,39,36,45,pear,ml\training_data\pear\814.png
70,157.9,32,30,45,pear,ml\training_data\pear\815.png
67,148.8,37,34,41,pear,ml\training_data\pear\816.png
69,130.4,32,34,39,pear,ml\training_data\pear\817.png
67,163.5,34,38,45,pear,ml\training_data\pear\818.png
68,152.6,36,40,41,pear,ml\training_data\pear\819.png
65,122.6,33,30,39,pear,ml\training_data\pear\820.png
70,178.1,39,40,44,pear,ml\training_data\pear\821.png
70,161.8,35,38,43,pear,ml\training_data\pear\822.png
68,157.7,36,34,43,pear,ml\training_data\pear\823.png
67,161.6,37,32,44,pear,ml\training_data\pear\824.png
68,158.4,37,38,42,pear,ml\training_data\pear\825.png
69,171.5,39,40,43,pear,ml\training_data\pear\826.png
70,131.4,33,36,38,pear,ml\training_data\pear\827.png
66,165.7,35,40,45,pear,ml\training_data\pear\828.png
70,159.0,37,34,42,pear,ml\training_data\pear\829.png
67,148.4,33,34,43,pear,ml\training_data\pear\830.png
69,150.4,35,38,41,pear,ml\training_data\pear\831.png
68,140.3,36,30,40,pear,ml\training_data\pear\832.png
68,172.8,37,38,45,pear,ml\training_data\pear\833.png
69,179.5,39,38,45,pear,ml\training_data\pear\834.png
70,148.9,35,40,40,pear,ml\training_data\pear\835.png
65,135.4,35,34,40,pear,ml\training_data\pear\836.png
67,155.2,32,40,44,pear,ml\training_data\pear\837.png
66,166.6,36,38,45,pear,ml\training_data\pear\838.png
65,137.4,34,40,40,pear,ml\training_data\pear\839.png
69,168.6,34,40,45,pear,ml\training_data\pear\840.png
65,146.7,37,36,41,pear,ml\training_data\pear\841.png
70,168.6,37,34,44,pear,ml\training_data\pear\842.png
67,152.1,37,32,42,pear,ml\training_data\pear\843.png
70,130.7,32,32,39,pear,ml\training_data\pear\844.png
67,158.7,34,38,44,pear,ml\training_data\pear\845.png
67,160.2,34,40,44,pear,ml\training_data\pear\846.png
67,154.5,38,32,42,pear,ml\training_data\pear\847.png
66,133.9,35,36,39,pear,ml\training_data\pear\848.png
69,146.2,32,36,42,pear,ml\training_data\pear\849.png
69,169.3,38,34,44,pear,ml\training_data\pear\850.png
66,161.8,36,38,44,pear,ml\training_data\pear\851.png
68,161.8,32,40,45,pear,ml\training_data\pear\852.png
70,185.3,40,40,45,pear,ml\training_data\pear\853.png
69,164.3,36,34,44,pear,ml\training_data\pear\854.png
68,174.2,40,30,45,pear,ml\training_data\pear\855.png
65,127.6,32,40,39,pear,ml\training_data\pear\856.png
65,137.9,36,34,40,pear,ml\training_data\pear\857.png
66,154.2,38,34,42,pear,ml\training_data\pear\858.png
68,158.5,35,32,44,pear,ml\training_data\pear\859.png
65,120.3,34,30,38,pear,ml\training_data\pear\860.png
67,109.3,32,30,36,pear,ml\training_data\pear\861.png
66,107.5,32,30,36,pear,ml\training_data\pear\862.png
67,151.7,33,32,44,pear,ml\training_data\pear\863.png
69,168.1,35,36,45,pear,ml\training_data\pear\864.png
68,147.6,37,30,41,pear,ml\training_data\pear\865.png
70,180.4,38,40,45,pear,ml\training_data\pear\866.png
67,138.1,32,30,42,pear,ml\training_data\pear\867.png
70,172.9,38,30,45,pear,ml\training_data\pear\868.png
65,154.1,33,40,44,pear,ml\training_data\pear\869.png
65,134.4,34,36,40,pear,ml\training_data\pear\870.png
69,165.0,37,38,43,pear,ml\training_data\pear\871.png
67,172.4,37,40,45,pear,ml\training_data\pear\872.png
68,147.4,35,30,42,pear,ml\training_data\pear\873.png
66,152.7,38,32,42,pear,ml\training_data\pear\874.png
69,126.5,33,32,38,pear,ml\training_data\pear\875.png
70,151.0,35,30,42,pear,ml\training_data\pear\876.png
65,129.6,34,36,39,pear,ml\training_data\pear\877.png
65,140.5,32,38,42,pear,ml\training_data\pear\878.png
65,151.1,33,36,44,pear,ml\training_data\pear\879.png
67,157.9,38,30,43,pear,ml\training_data\pear\880.png
69,158.8,35,30,44,pear,ml\training_data\pear\881.png
66,160.8,35,40,44,pear,ml\training_data\pear\882.png
65,163.3,36,36,45,pear,ml\training_data\pear\883.png
66,155.7,38,36,42,pear,ml\training_data\pear\884.png
65,140.0,33,34,42,pear,ml\training_data\pear\885.png
67,160.8,38,34,43,pear,ml\training_data\pear\886.png
67,147.9,34,30,43,pear,ml\training_data\pear\887.png
67,155.9,36,34,43,pear,ml\training_data\pear\888.png
65,134.5,32,30,42,pear,ml\training_data\pear\889.png
70,164.3,36,38,43,pear,ml\training_data\pear\890.png
69,122.3,32,36,37,pear,ml\training_data\pear\891.png
68,156.2,36,32,43,pear,ml\training_data\pear\892.png
69,133.6,32,32,40,pear,ml\training_data\pear\893.png
67,146.3,36,34,41,pear,ml\training_data\pear\894.png
66,138.7,35,36,40,pear,ml\training_data\pear\895.png
67,139.6,32,32,42,pear,ml\training_data\pear\896.png
69,128.9,32,32,39,pear,ml\training_data\pear\897.png
68,157.3,32,34,45,pear,ml\training_data\pear\898.png
69,181.5,41,34,45,pear,ml\training_data\pear\899.png
66,146.3,33,40,42,pear,ml\training_data\pear\900.png
68,149.7,34,30,43,pear,ml\training_data\pear\901.png
69,155.8,32,36,44,pear,ml\training_data\pear\902.png
69,154.2,37,30,42,pear,ml\training_data\pear\903.png
67,147.1,35,32,42,pear,ml\training_data\pear\904.png
66,147.5,36,38,41,pear,ml\training_data\pear\905.png
67,160.1,37,30,44,pear,ml\training_data\pear\906.png
70,135.5,32,32,40,pear,ml\training_data\pear\907.png
70,159.6,34,32,44,pear,ml\training_data\pear\908.png
69,140.9,33,32,41,pear,ml\training_data\pear\909.png
68,149.6,36,36,41,pear,ml\training_data\pear\910.png
67,132.7,35,32,39,pear,ml\training_data\pear\911.png
65,174.3,41,34,45,pear,ml\training_data\pear\912.png
66,158.6,36,40,43,pear,ml\training_data\pear\913.png
68,170.7,38,32,45,pear,ml\training_data\pear\914.png
68,130.3,32,30,40,pear,ml\training_data\pear\915.png
70,163.0,38,36,42,pear,ml\training_data\pear\916.png
67,162.3,38,36,43,pear,ml\training_data\pear\917.png
66,157.3,36,32,44,pear,ml\training_data\pear\918.png
66,140.5,35,32,41,pear,ml\training_data\pear\919.png
69,174.6,37,38,45,pear,ml\training_data\pear\920.png
67,118.7,32,36,37,pear,ml\training_data\pear\921.png
66,163.3,36,40,44,pear,ml\training_data\pear\922.png
67,120.2,32,38,37,pear,ml\training_data\pear\923.png
65,159.7,39,34,43,pear,ml\training_data\pear\924.png
67,133.0,32,36,40,pear,ml\training_data\pear\925.png
69,161.2,38,36,42,pear,ml\training_data\pear\926.png
67,156.5,33,32,45,pear,ml\training_data\pear\927.png
67,173.6,40,38,44,pear,ml\training_data\pear\928.png
68,139.0,35,38,39,pear,ml\training_data\pear\929.png
66,153.1,35,36,43,pear,ml\training_data\pear\930.png
69,173.2,39,36,44,pear,ml\training_data\pear\931.png
69,149.5,32,34,43,pear,ml\training_data\pear\932.png
69,149.7,34,34,42,pear,ml\training_data\pear\933.png
67,149.2,32,32,44,pear,ml\training_data\pear\934.png
66,171.6,38,38,45,pear,ml\training_data\pear\935.png
69,171.1,35,40,45,pear,ml\training_data\pear\936.png
66,147.0,37,34,41,pear,ml\training_data\pear\937.png
68,128.7,34,34,38,pear,ml\training_data\pear\938.png
67,164.9,37,30,45,pear,ml\training_data\pear\939.png
68,118.5,33,30,37,pear,ml\training_data\pear\940.png
66,156.2,37,40,42,pear,ml\training_data\pear\941.png
65,149.2,36,30,43,pear,ml\training_data\pear\942.png
70,170.1,37,36,44,pear,ml\training_data\pear\943.png
67,165.5,36,34,45,pear,ml\training_data\pear\944.png
65,173.8,39,40,45,pear,ml\training_data\pear\945.png
70,160.0,38,32,42,pear,ml\training_data\pear\946.png
65,116.0,33,34,37,pear,ml\training_data\pear\947.png
65,163.8,38,30,45,pear,ml\training_data\pear\948.png
65,151.3,33,30,45,pear,ml\training_data\pear\949.png
68,161.5,35,36,44,pear,ml\training_data\pear\950.png
68,153.5,33,32,44,pear,ml\training_data\pear\951.png
69,174.1,38,34,45,pear,ml\training_data\pear\952.png
67,134.5,32,38,40,pear,ml\training_data\pear\953.png
70,167.4,34,36,45,pear,ml\training_data\pear\954.png
65,149.1,34,30,44,pear,ml\training_data\pear\955.png
66,145.5,37,32,41,pear,ml\training_data\pear\956.png
68,152.1,37,36,41,pear,ml\training_data\pear\957.png
69,176.3,39,40,44,pear,ml\training_data\pear\958.png
66,120.8,33,38,37,pear,ml\training_data\pear\959.png
67,110.8,32,32,36,pear,ml\training_data\pear\960.png
66,142.7,36,38,40,pear,ml\training_data\pear\961.png
68,157.4,36,40,42,pear,ml\training_data\pear\962.png
65,166.5,38,40,44,pear,ml\training_data\pear\963.png
67,169.1,40,32,44,pear,ml\training_data\pear\964.png
69,142.1,33,40,40,pear,ml\training_data\pear\965.png
70,158.3,36,30,43,pear,ml\training_data\pear\966.png
66,165.3,38,36,44,pear,ml\training_data\pear\967.png
70,148.3,32,30,43,pear,ml\training_data\pear\968.png
70,174.1,38,38,44,pear,ml\training_data\pear\969.png
65,122.3,33,36,38,pear,ml\training_data\pear\970.png
66,118.3,32,38,37,pear,ml\training_data\pear\971.png
69,161.5,38,30,43,pear,ml\training_data\pear\972.png
65,138.7,35,32,41,pear,ml\training_data\pear\973.png
67,176.4,41,32,45,pear,ml\training_data\pear\974.png
66,158.3,37,30,44,pear,ml\training_data\pear\975.png
68,151.2,34,32,43,pear,ml\training_data\pear\976.png
68,162.0,37,30,44,pear,ml\training_data\pear\977.png
67,134.7,34,38,39,pear,ml\training_data\pear\978.png
69,171.2,40,30,44,pear,ml\training_data\pear\979.png
65,167.5,39,38,44,pear,ml\training_data\pear\980.png
70,166.6,35,38,44,pear,ml\training_data\pear\981.png
65,142.2,34,40,41,pear,ml\training_data\pear\982.png
69,125.0,35,36,36,rectangle,ml\training_data\rectangle\1.png
68,97.0,34,30,32,rectangle,ml\training_data\rectangle\2.png
66,104.4,34,32,34,rectangle,ml\training_data\rectangle\3.png
65,127.3,35,36,38,rectangle,ml\training_data\rectangle\4.png
67,96.5,32,32,33,rectangle,ml\training_data\rectangle\5.png
68,131.9,36,38,37,rectangle,ml\training_data\rectangle\6.png
66,150.1,39,38,40,rectangle,ml\training_data\rectangle\7.png
68,138.9,40,34,37,rectangle,ml\training_data\rectangle\8.png
70,157.6,41,38,39,rectangle,ml\training_data\rectangle\9.png
70,163.7,39,40,41,rectangle,ml\training_data\rectangle\10.png
70,158.9,39,40,40,rectangle,ml\training_data\rectangle\11.png
65,158.3,43,38,40,rectangle,ml\training_data\rectangle\12.png
69,131.2,35,38,37,rectangle,ml\training_data\rectangle\13.png
67,100.5,33,34,33,rectangle,ml\training_data\rectangle\14.png
69,164.4,40,40,41,rectangle,ml\training_data\rectangle\15.png
65,101.6,33,34,34,rectangle,ml\training_data\rectangle\16.png
69,118.9,37,34,34,rectangle,ml\training_data\rectangle\17.png
69,156.7,42,36,39,rectangle,ml\training_data\rectangle\18.png
67,132.6,37,38,37,rectangle,ml\training_data\rectangle\19.png
65,141.1,38,38,39,rectangle,ml\training_data\rectangle\20.png
67,170.7,44,40,41,rectangle,ml\training_data\rectangle\21.png
70,147.8,39,38,38,rectangle,ml\training_data\rectangle\22.png
67,123.6,34,36,37,rectangle,ml\training_data\rectangle\23.png
67,173.0,43,40,42,rectangle,ml\training_data\rectangle\24.png
66,108.2,33,34,35,rectangle,ml\training_data\rectangle\25.png
68,125.8,38,36,35,rectangle,ml\training_data\rectangle\26.png
69,144.3,37,36,39,rectangle,ml\training_data\rectangle\27.png
69,136.0,35,38,38,rectangle,ml\training_data\rectangle\28.png
67,158.2,39,40,41,rectangle,ml\training_data\rectangle\29.png
66,171.0,41,40,43,rectangle,ml\training_data\rectangle\30.png
70,140.0,39,34,37,rectangle,ml\training_data\rectangle\31.png
69,121.0,34,34,36,rectangle,ml\training_data\rectangle\32.png
70,125.3,35,34,36,rectangle,ml\training_data\rectangle\33.png
67,163.0,39,40,42,rectangle,ml\training_data\rectangle\34.png
69,179.1,44,40,42,rectangle,ml\training_data\rectangle\35.png
67,117.5,36,34,35,rectangle,ml\training_data\rectangle\36.png
66,138.3,40,38,37,rectangle,ml\training_data\rectangle\37.png
66,163.7,40,40,42,rectangle,ml\training_data\rectangle\38.png
65,92.9,32,32,33,rectangle,ml\training_data\rectangle\39.png
67,153.1,42,36,39,rectangle,ml\training_data\rectangle\40.png
66,122.8,35,34,37,rectangle,ml\training_data\rectangle\41.png
68,132.7,35,36,38,rectangle,ml\training_data\rectangle\42.png
68,141.5,36,38,39,rectangle,ml\training_data\rectangle\43.png
65,179.1,45,40,43,rectangle,ml\training_data\rectangle\44.png
66,144.0,41,36,38,rectangle,ml\training_data\rectangle\45.png
68,104.6,32,34,34,rectangle,ml\training_data\rectangle\46.png
68,140.0,36,36,39,rectangle,ml\training_data\rectangle\47.png
68,117.0,37,34,34,rectangle,ml\training_data\rectangle\48.png
68,161.2,42,38,40,rectangle,ml\training_data\rectangle\49.png
65,108.9,34,34,35,rectangle,ml\training_data\rectangle\50.png
68,110.6,35,32,34,rectangle,ml\training_data\rectangle\51.png
68,129.4,35,38,37,rectangle,ml\training_data\rectangle\52.png
